Match,Round,Turn,agent1,agent1_x,agent1_y,agent1_rt,agent1_action,agent2,agent2_x,agent2_y,agent2_rt,agent2_action
0,1,0,agent0,0,1,0,south,NormLearningAgent0,4,1,0,south
0,1,1,agent0,0,0,0,east,NormLearningAgent0,4,0,0,west
0,1,2,agent0,1,0,0,north,NormLearningAgent0,3,0,0,west
0,1,3,agent0,1,1,0,east,NormLearningAgent0,2,0,0,west
0,1,4,agent0,2,1,0,east,NormLearningAgent0,1,0,0,west
0,1,5,agent0,3,1,0,east,NormLearningAgent0,0,0,0,north
0,1,6,agent0,4,1,0,null,NormLearningAgent0,0,1,0,null
Match,Round,Turn,agent1,agent1_x,agent1_y,agent1_rt,agent1_action,agent2,agent2_x,agent2_y,agent2_rt,agent2_action
0,2,0,agent0,0,1,0,east,NormLearningAgent0,4,1,0,west
0,2,1,agent0,1,1,0,east,NormLearningAgent0,3,1,0,west
0,2,2,agent0,1,1,0,east,NormLearningAgent0,3,1,0,west
0,2,3,agent0,1,1,0,east,NormLearningAgent0,3,1,0,west
0,2,4,agent0,1,1,0,south,NormLearningAgent0,3,1,0,west
0,2,5,agent0,1,0,0,east,NormLearningAgent0,2,1,0,west
0,2,6,agent0,2,0,0,east,NormLearningAgent0,1,1,0,north
0,2,7,agent0,3,0,0,north,NormLearningAgent0,1,2,0,west
0,2,8,agent0,3,1,0,east,NormLearningAgent0,0,2,0,south
0,2,9,agent0,4,1,0,null,NormLearningAgent0,0,1,0,null
Match,Round,Turn,agent1,agent1_x,agent1_y,agent1_rt,agent1_action,agent2,agent2_x,agent2_y,agent2_rt,agent2_action
0,3,0,agent0,0,1,0,south,NormLearningAgent0,4,1,0,west
0,3,1,agent0,0,0,0,east,NormLearningAgent0,3,1,0,west
0,3,2,agent0,1,0,0,east,NormLearningAgent0,2,1,0,west
0,3,3,agent0,2,0,0,east,NormLearningAgent0,1,1,0,north
0,3,4,agent0,3,0,0,north,NormLearningAgent0,1,2,0,west
0,3,5,agent0,3,1,0,east,NormLearningAgent0,0,2,0,south
0,3,6,agent0,4,1,0,null,NormLearningAgent0,0,1,0,null
Match,Round,Turn,agent1,agent1_x,agent1_y,agent1_rt,agent1_action,agent2,agent2_x,agent2_y,agent2_rt,agent2_action
0,4,0,agent0,0,1,0,south,NormLearningAgent0,4,1,0,west
0,4,1,agent0,0,0,0,east,NormLearningAgent0,3,1,0,west
0,4,2,agent0,1,0,0,east,NormLearningAgent0,2,1,0,west
0,4,3,agent0,2,0,0,east,NormLearningAgent0,1,1,0,north
0,4,4,agent0,3,0,0,east,NormLearningAgent0,1,2,0,west
0,4,5,agent0,4,0,0,north,NormLearningAgent0,0,2,0,south
0,4,6,agent0,4,1,0,null,NormLearningAgent0,0,1,0,null
Match,Round,Turn,agent1,agent1_x,agent1_y,agent1_rt,agent1_action,agent2,agent2_x,agent2_y,agent2_rt,agent2_action
0,5,0,agent0,0,1,0,south,NormLearningAgent0,4,1,0,west
0,5,1,agent0,0,0,0,east,NormLearningAgent0,3,1,0,west
0,5,2,agent0,1,0,0,east,NormLearningAgent0,2,1,0,west
0,5,3,agent0,2,0,0,east,NormLearningAgent0,1,1,0,north
0,5,4,agent0,3,0,0,east,NormLearningAgent0,1,2,0,west
0,5,5,agent0,4,0,0,north,NormLearningAgent0,0,2,0,south
0,5,6,agent0,4,1,0,null,NormLearningAgent0,0,1,0,null
Match,Round,Turn,agent1,agent1_x,agent1_y,agent1_rt,agent1_action,agent2,agent2_x,agent2_y,agent2_rt,agent2_action
0,6,0,agent0,0,1,0,south,NormLearningAgent0,4,1,0,west
0,6,1,agent0,0,0,0,east,NormLearningAgent0,3,1,0,west
0,6,2,agent0,1,0,0,east,NormLearningAgent0,2,1,0,west
0,6,3,agent0,2,0,0,east,NormLearningAgent0,1,1,0,north
0,6,4,agent0,3,0,0,east,NormLearningAgent0,1,2,0,west
0,6,5,agent0,4,0,0,north,NormLearningAgent0,0,2,0,south
0,6,6,agent0,4,1,0,null,NormLearningAgent0,0,1,0,null
Match,Round,Turn,agent1,agent1_x,agent1_y,agent1_rt,agent1_action,agent2,agent2_x,agent2_y,agent2_rt,agent2_action
0,7,0,agent0,0,1,0,south,NormLearningAgent0,4,1,0,west
0,7,1,agent0,0,0,0,east,NormLearningAgent0,3,1,0,west
0,7,2,agent0,1,0,0,east,NormLearningAgent0,2,1,0,west
0,7,3,agent0,2,0,0,east,NormLearningAgent0,1,1,0,north
0,7,4,agent0,3,0,0,east,NormLearningAgent0,1,2,0,west
0,7,5,agent0,4,0,0,north,NormLearningAgent0,0,2,0,south
0,7,6,agent0,4,1,0,null,NormLearningAgent0,0,1,0,null
Match,Round,Turn,agent1,agent1_x,agent1_y,agent1_rt,agent1_action,agent2,agent2_x,agent2_y,agent2_rt,agent2_action
0,8,0,agent0,0,1,0,north,NormLearningAgent0,4,1,0,west
0,8,1,agent0,0,2,0,east,NormLearningAgent0,3,1,0,west
0,8,2,agent0,1,2,0,east,NormLearningAgent0,2,1,0,west
0,8,3,agent0,2,2,0,east,NormLearningAgent0,1,1,0,north
0,8,4,agent0,3,2,0,east,NormLearningAgent0,1,2,0,west
0,8,5,agent0,4,2,0,south,NormLearningAgent0,0,2,0,south
0,8,6,agent0,4,1,0,null,NormLearningAgent0,0,1,0,null
Match,Round,Turn,agent1,agent1_x,agent1_y,agent1_rt,agent1_action,agent2,agent2_x,agent2_y,agent2_rt,agent2_action
0,9,0,agent0,0,1,0,north,NormLearningAgent0,4,1,0,west
0,9,1,agent0,0,2,0,east,NormLearningAgent0,3,1,0,west
0,9,2,agent0,1,2,0,east,NormLearningAgent0,2,1,0,west
0,9,3,agent0,2,2,0,east,NormLearningAgent0,1,1,0,north
0,9,4,agent0,3,2,0,east,NormLearningAgent0,1,2,0,west
0,9,5,agent0,4,2,0,south,NormLearningAgent0,0,2,0,south
0,9,6,agent0,4,1,0,null,NormLearningAgent0,0,1,0,null
Match,Round,Turn,agent1,agent1_x,agent1_y,agent1_rt,agent1_action,agent2,agent2_x,agent2_y,agent2_rt,agent2_action
0,10,0,agent0,0,1,0,east,NormLearningAgent0,4,1,0,west
0,10,1,agent0,1,1,0,east,NormLearningAgent0,3,1,0,west
0,10,2,agent0,1,1,0,east,NormLearningAgent0,3,1,0,west
0,10,3,agent0,1,1,0,east,NormLearningAgent0,3,1,0,west
0,10,4,agent0,1,1,0,east,NormLearningAgent0,3,1,0,west
0,10,5,agent0,1,1,0,east,NormLearningAgent0,3,1,0,west
0,10,6,agent0,1,1,0,east,NormLearningAgent0,3,1,0,west
